Object.ID,Is.Public.Domain,Department,AccessionYear,Object.Name,Title,Culture,Period,Artist.Prefix,Artist.Display.Name,Artist.Display.Bio,Artist.Suffix,Artist.Alpha.Sort,Artist.Nationality,Artist.Begin.Date,Artist.End.Date,Artist.Gender,Object.Date,Object.Begin.Date,Object.End.Date,Medium,Dimensions,Country,Region,Credit.Line,Rights.and.Reproduction
200046,FALSE,European Sculpture and Decorative Arts,1948,Chessmen,Chessmen (32),probably Bosnian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19th century,1800,1899,Ivory and brown horn,"Height (each king): 2 7/8 in. (7.3 cm);
Height (each pawn): 1 1/2 in. (3.8 cm)",NA,NA,"Gift of Gustavus A. Pfeiffer, 1948",NA
433138,FALSE,Drawings and Prints,1949,Print,"A soldier closing the pan, from the Musketeers series, plate 18, in Waffenhandlung von den Rören Musquetten undt Spiessen / Wapenhandelinghe van Roers Musquetten ende Spiessen (The Exercise of Arms)",NA,NA,after|Workshop of|possibly by,Jacques de Gheyn II|Jacques de Gheyn II|Robert Willemsz de Baudous,"Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, Antwerp 1565–1629 The Hague|Netherlandish, 1574/5–1659",NA,"Gheyn, Jacques de, II|Gheyn, Jacques de, II|Baudous, Robert Willemsz de",Netherlandish|Netherlandish|Netherlandish,1565      |1565      |1574,1629      |1629      |1659,||,published 1608,1608,1608,Engraving; third state of four (New Hollstein),Sheet: 10 1/2 × 7 3/8 in. (26.6 × 18.7 cm),NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",NA
324830,TRUE,Ancient Near Eastern Art,1959,Bowl,Bowl with wheel-cut facets,Sasanian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 6th–7th century A.D.,500,700,Glass; yellow-green,3 3/16 × 4 1/16 × 4 1/16 in. (8.1 × 10.3 × 10.3 cm),NA,Iran,"Rogers Fund, 1959",NA
696100,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500–490 B.C.,-500,-450,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
269940,FALSE,Photographs,1957,Photograph,Henry Miller,NA,NA,NA,Arnold Genthe,"American (born Germany), Berlin 1869–1942 New Milford, Connecticut",NA,"Genthe, Arnold","American, born Germany",1869,1942,NA,1910s,1910,1919,Gelatin silver print,NA,NA,NA,"Gift of Mrs. Robert Aitken, 1957",NA
830882,FALSE,Drawings and Prints,1951,Print,"Plate 5: frieze with nereids, a triton, and a ichthyocentaur, with a nereid seated on a dolphin at right",NA,NA,NA,Odoardo Fialetti,"Italian, Bologna 1573–1637/38 Venice",NA,"Fialetti, Odoardo",NA,1573,1638,NA,1590–1627,1590,1627,Etching,Sheet: 4 5/8 × 18 9/16 in. (11.8 × 47.2 cm),NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",NA
719735,FALSE,Drawings and Prints,1963,Photograph,"Mlle. Denernay, from the Actresses and Celebrities series, Type 1 (N146-1) issued by Duke Sons & Co.",NA,NA,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.",NA,"Duke, W. Sons & Co.",NA,1870,1920,NA,1888,1888,1888,Albumen photograph,Sheet: 3 in. × 1 5/8 in. (7.6 × 4.1 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
40964,TRUE,Asian Art,1902,Seal,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206,220,"Nephrite, sage green",H. 3 1/4 in. (8.3 cm); W. 3 1/4 in. (8.3 cm); L. 2 7/8 in. (7.3 cm),NA,NA,"Gift of Heber R. Bishop, 1902",NA
73299,TRUE,Asian Art,2006,Handscrolls,清  佚名  黃河萬里圖  卷|Ten Thousand Miles along the Yellow River,China,NA,NA,Unidentified Artist,NA,"Chinese, active late 17th–early 18th century",Unidentified Artist,NA,NA,NA,NA,datable to 1690–1722,1690,1722,"Two handscrolls; ink, color, and gold on silk","Image: 30 11/16 in. × 42 ft. 1 7/8 in. (78 × 1285 cm)
Overall with mounting: 32 7/8 in. × 42 ft. 1 7/8 in. (83.5 × 1285 cm)",NA,NA,"Purchase, W. M. Keck Foundation Gift, The Dillon Fund Gift and gifts from various donors, in memory of Douglas Dillon, 2006",NA
757792,FALSE,Drawings and Prints,1946,"Book
Print","Three shepherds, from 'Titeres Populares Mexicanos' (Mexican popular puppets)",NA,NA,NA,Lola Cueto,"Mexican, 1897–1978",NA,"Cueto, Lola",NA,1897,1978,NA,1946 (published 1947),1946,1946,"Etching and aquatint, proof impression of final state","Sheet: 7 5/8 × 6 5/16 in. (19.3 × 16 cm)
Plate: 6 3/8 × 5 1/8 in. (16.2 × 13 cm)",NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1946","© 2020 Artists Rights Society (ARS), New York"
17269,FALSE,The American Wing,1967,Drawing,Design for lamp shade,American,NA,NA,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",NA,"Tiffany, Louis Comfort|Tiffany Studios",American,1848      |1902,1933      |1932,|,late 19th–early 20th century,1870,1930,"Watercolor, pen, and graphite on paper mounted on board",Overall: 10 5/8 x 13 15/16 in. (27 x 35.4 cm),United States,NA,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",NA
707108,FALSE,Drawings and Prints,1917,Print,The Dolphins,NA,NA,NA,Sir David Young Cameron,"British, Glasgow, Scotland 1865–1945 Perth, Scotland",NA,"Cameron, David Young, Sir",NA,1865,1945,NA,1892,1892,1892,Etching; second state of two,"Sheet: 10 5/8 × 4 5/8 in. (27 × 11.7 cm)
Plate: 9 7/8 × 3 15/16 in. (25.1 × 10 cm)",NA,NA,"Harris Brisbane Dick Fund, 1917
",NA
57269,TRUE,Asian Art,1956,Drawing,NA,Japan,NA,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",NA,Katsushika Hokusai,Japanese,1760,1849,NA,18th–19th century,1760,1849,Ink on paper,10 11/16 x 7 1/8 in. (27.1 x 18.1 cm),NA,NA,"Gift of Annette Young, in memory of her brother, Innis Young, 1956",NA
567625,TRUE,Egyptian Art,1921,Garment pleats,Body fragment with garment pleats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1353–1336 B.C.,-1353,-1336,diorite,H. 10.5 × W. 10 × D. 5.5 cm (4 1/8 × 3 15/16 × 2 3/16 in.),Egypt,Middle Egypt,"Gift of Edward S. Harkness, 1921",NA
112855,FALSE,Costume Institute,2005,Vest,Vest,Spanish,NA,NA,Sybilla,"Spanish, born United States, 1963",NA,Sybilla,Spanish,1963,2063,NA,ca. 1988,1983,1993,wool,NA,NA,NA,"Gift of Muriel Kallis Newman, 2005",NA
344631,FALSE,Drawings and Prints,1941,Book ; Ornament and architecture,Leonis Baptistae Alberti Florentini viri clarissimi Libri De re aedificatoria decem,NA,NA,Dedicated to|Manuscript edited by,Lorenzo de' Medici|Robert Dore|Leon Battista Alberti|Geofrey Tory|Berthold Rembolt & Ludouici Hornken|Philibert Babou,"Italian, Florence 1449–1492 Florence|French|Italian, Genoa 1404–1472 Rome|French, Bourges 1480–1533 Paris|French",NA,"Medici, Lorenzo de'|Dore, Robert|Alberti, Leon Battista|Tory, Geofrey|Rembolt, Berthold & Ludouici Hornken|Babou, Philibert",Italian|French|Italian|French|French|French,1449      |1404      |1480,1492      |1472      |1533,|||||,1512,1512,1512,Printed book with woodcut printer's device and title page borders,7 15/16 x 5 5/8 x 1 in. (20.2 x 14.3 x 2.6 cm),NA,NA,"Bequest of W. Gedney Beatty, 1941",NA
505733,FALSE,Musical Instruments,1978,Transverse Flute in C,Transverse Flute in C,American or British,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1840–60,1840,1860,"Wood, brass, ivory","L.: 62 cm (24-1/2 in.); Embouchure L.: 54 cm (21-1/4 in.); Diam. of end: OD 2.2 cm  (7/8 in.), ID 1.2 cm (1/2 in.)",United States|England,NA,"Gift of J. George Adashko, 1978",NA
356465,FALSE,Drawings and Prints,1945,Books Prints Ornament & Architecture,"Petit Recueil de Dessins, No. 140",NA,NA,Designed by,A. Rouyer,NA,NA,"Rouyer, A.",French,NA,NA,NA,n.d.,1600,1945,Color lithography,Overall: 4 1/2 x 2 15/16 in. (11.5 x 7.5 cm),NA,NA,"Harris Brisbane Dick Fund, 1945",NA
30673,FALSE,Arms and Armor,1936,Spear,Spear,Bornean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th–19th century,1701,1900,Wood,L. 79 3/8 in. (201.6 cm); L. of head 14 in. (35.6 cm); W. 1 in. (2.5 cm); Wt. 3 lbs. 14.3 oz. (1766.2 g),NA,NA,"Bequest of George C. Stone, 1935",NA
208302,TRUE,European Sculpture and Decorative Arts,1995,Dish,Dish with flowers and birds,Chinese with Dutch decoration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1700,1799,Hard-paste porcelain (Jingdezhen ware),Diameter: 8 5/16 in. (21.1 cm),NA,NA,"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",NA
568850,FALSE,Egyptian Art,1911,Vase fragment,Vase fragment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1295–1070 B.C.,-1295,-1295,Glass,H. 1.5 × W. 3.2 cm (9/16 × 1 1/4 in.),Egypt,Memphite Region,"Rogers Fund, 1911",NA
66705,TRUE,Asian Art,1896,Piece,NA,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th–19th century,1700,1899,Silk,1 1/4 x 2 1/4 in. (3.17 x 5.71 cm),NA,NA,"Gift of Mr. and Mrs. H. O. Havemeyer, 1896",NA
676310,FALSE,Photographs,1946,Photograph,[ ],NA,NA,NA,Eadweard Muybridge,"British and American, Kingston upon Thames 1830–1904 Kingston upon Thames",NA,"Muybridge, Eadweard","American, born Britain",1830,1904,NA,1878–79,1878,1879,Salted paper print,"7 ½ x 9 9/16 in. (page)
",NA,NA,"Harris Brisbane Dick Fund, 1946",NA
40523,TRUE,Asian Art,1967,Stele,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dated  533,533,533,Limestone,H. 45 in. (114.3 cm); W. 14 3/4 in. (37.5 cm); D. 11 1/8 in. (28.3 cm),NA,NA,"Gift of Mr. and Mrs. Alan Hartman, 1967",NA
460178,TRUE,Robert Lehman Collection,1975,Apothecary jar,Apothecary jar (orciuolo),"Italian, Castelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Height: 9 13/16 in. (24.9 cm),NA,NA,"Robert Lehman Collection, 1975",NA
690120,FALSE,Drawings and Prints,1952,Print,"Frise du Temple de Pallas, from Recueil de divers Monumens Anciens répandus en plusieurs endroits de L'Italie",NA,NA,After,Jean Barbault|Bouchard & Gravier|Giunchi Heritiers de Komarek,"French, Viarmes 1718–1762 Rome|Rome",NA,"Barbault, Jean|Bouchard & Gravier|Giunchi Heritiers de Komarek",French|Italian|Italian,1718      |1700,1762      |1800,||,1770,1770,1770,Etching,Plate: 4 13/16 × 10 7/16 in. (12.3 × 26.5 cm),NA,NA,"Rogers Fund, 1952",NA
289090,FALSE,Photographs,1981,Carte-de-visite,[Portrait of a Seated Man],NA,NA,NA,Henry J. Whitlock,"British, 1835–1891",NA,"Whitlock, Henry J.",British,1835,1891,NA,ca. 1860s,1860,1860,Albumen silver print,NA,NA,NA,"Robert O. Dougan Collection, Gift of Warner Communications Inc., 1981",NA
199298,FALSE,European Sculpture and Decorative Arts,1942,Plate,Plate,"Italian, Venice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20th century,1900,1999,Soft-paste porcelain,Diameter: 8 1/4 in. (21 cm),NA,NA,"The George B. McClellan Collection, Gift of Mrs. George B. McClellan, 1941",NA
202101,TRUE,European Sculpture and Decorative Arts,1958,Armorer's vise,Armorer's vise,Northern Italian,NA,NA,Jacopo da Ferrara,"Italian, active late 16th century",NA,"Ferrara, Jacopo da",NA,1550,1650,NA,1588,1588,1588,Iron,"Height (.5a): 10 3/16 in. (25.9 cm);
Length (.5b): 5 1/8 in. (13 cm);
Length (.5c): 2 3/4 in. (7 cm)",NA,NA,"Harris Brisbane Dick Fund, 1958",NA
321692,TRUE,Ancient Near Eastern Art,1886,Cuneiform tablet,"Cuneiform tablet: promissory note for silver, archive of Iddin-Nabu and Shellebi",Babylonian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 562 BC,-562,-562,Clay,3.6 x 4.5 x 2 cm (1 3/8 x 1 3/4 x 3/4 in.),NA,Mesopotamia,"Purchase, 1886",NA
37714,TRUE,Asian Art,1987,Mirror,NA,Indonesia (Java),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10th–11th century,900,1099,Bronze,H. 6 11/16 in. (17 cm),NA,NA,"Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",NA
390356,TRUE,Drawings and Prints,2018,Print,The Judgment of Paris,NA,NA,after,Giorgio Ghisi|Giovanni Battista Bertano|Hieronymus Cock,"Italian, Mantua ca. 1520–1582 Mantua|Mantua 1516–1576 Mantua|Netherlandish, Antwerp ca. 1510–1570 Antwerp",NA,"Ghisi, Giorgio|Bertano, Giovanni Battista|Cock, Hieronymus",NA,1515      |1516      |1510,1582      |1576      |1570,||,1555,1555,1555,Engraving,sheet: 15 13/16 x 20 15/16 in. (40.2 x 53.2 cm),NA,NA,"Bequest of Herbert Mitchell, 2008",NA
778520,FALSE,Drawings and Prints,2016,"Baseball card, print","Card Number 392, Lance Parrish, Detroit Tigers",NA,NA,Issued by,Topps Chewing Gum Company,"American, Brooklyn",NA,Topps Chewing Gum Company,NA,NA,NA,NA,1981,1981,1981,Commercial Color Lithograph,Sheet: 3 1/2 × 2 1/2 in. (8.9 × 6.4 cm),NA,NA,"Gift of George R. Goldner, in honor of Stewart Goldner, 2016",NA
716542,FALSE,Drawings and Prints,1917,Print,Old Man in Arm Chair,NA,NA,NA,Frederick Goulding|Astolat Press|Charles Samuel Keene,"British, London 1842–1909 London|Guildford, Surrey|British, Hornsey, Middlesex 1823–1891 London",NA,"Goulding, Frederick|Astolat Press|Keene, Charles Samuel",NA,1842      |1900      |1823,1909      |1950      |1891,||,1903,1903,1903,Etching,"Plate: 6 × 5 in. (15.2 × 12.7 cm)
Sheet: 8 in. × 6 5/8 in. (20.3 × 16.8 cm)",NA,NA,"Rogers Fund, 1917",NA
141919,FALSE,Costume Institute,2008,Dress,Dress,French,NA,Attributed to,Chloé,"French, founded 1952",NA,Chloé,French,1952,9999,NA,1967,1967,1967,synthetic,NA,NA,NA,"Gift of Evelyn D. Farland, 2008",NA
709505,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 6th century/early 5th century B.C.,-530,-450,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
484443,FALSE,Modern and Contemporary Art,1986,Drawing,Sketchbook,NA,NA,NA,Bernard Sanders,"American, New York 1906–1967 New York",NA,"Sanders, Bernard",American,1906,1967,NA,NA,1906,1967,"Ink, wash, watercolor, and graphite on paper",9 × 12 in. (22.9 × 30.5 cm),NA,NA,"Gift of Mrs. Bernard Sanders, 1986",NA
767446,TRUE,Egyptian Art,1912,"Sealing, Amenhotep III, Nebmaatre,",Document Sealing With Multiple Seal Impressions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1390–1353 B.C.,-1390,-1390,Mud,H. 2.2 cm (7/8 in.); w. 2.5 cm (1 in.); maximum th. 0.9 cm (3/8 in.),Egypt,"Upper Egypt, Thebes","Rogers Fund, 1911, 1912",NA
426638,TRUE,Drawings and Prints,2013,Drawing,Studies of Lovers Embracing (recto) and A Suppliant Figure (verso),NA,NA,NA,James Jefferys,"British, Maidstone 1751–1784 London",NA,"Jefferys, James",British,1751,1784,NA,1779,1779,1779,"Pen and ink, brush and gray wash and graphite, carbon black",Sheet: 13 3/4 × 22 in. (34.9 × 55.9 cm),NA,NA,"Purchase, Brooke Russell Astor Bequest, 2013",NA
34064,TRUE,Arms and Armor,1929,Arrowhead for an Incendiary Arrow,Arrowhead for an Incendiary Arrow,Roman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2nd century,101,200,Metal,L. 7 1/2 in. (19.1 cm).,NA,NA,"Bashford Dean Memorial Collection, Funds from various donors, 1929",NA
629334,FALSE,Drawings and Prints,1966,Print,"Boys Pressing Grapes: Seventy-three prints engraved by F. Bartolozzi &c. from the Original Pictures and Drawings of Michaelangelo, Domenichino, Annibal, Lodovico, and Agostino Carraci, Guercino, P. da Cortona, Carlo Maratti, Elisabetta Sirani, Pellegrino Tibaldi, Franceschino &c. in the collection of His Majesty, &c., vol. II",NA,NA,After,John Boydell|Josiah Boydell|Francesco Bartolozzi|Guercino (Giovanni Francesco Barbieri),"British, Shropshire 1720–1804 London|British, Hawarden, Flintshire 1752–1817 Middlesex|Italian, Florence 1728–1815 Lisbon|Italian, Cento 1591–1666 Bologna",NA,"Boydell, John|Boydell, Josiah|Bartolozzi, Francesco|Guercino (Giovanni Francesco Barbieri)",British|British|Italian|Italian,1720      |1752      |1728      |1591,1804      |1817      |1815      |1666,|||,1793–98,1764,1800,"Etching and crayon-manner, printed in brown ink","Sheet: 20 5/16 × 13 3/4 in. (51.6 × 35 cm)
Plate: 12 7/16 × 8 3/4 in. (31.6 × 22.2 cm)",NA,NA,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1966",NA
400224,FALSE,Drawings and Prints,1963,"Baseball card, photograph","Brown, Catcher, New York, from the series Old Judge Cigarettes",NA,NA,Issued by,Goodwin & Company,NA,NA,Goodwin & Company,NA,1850,1950,NA,1887,1887,1887,"Albumen photograph, cabinet card",sheet: 6 1/2 x 4 3/8 in. (16.5 x 11.1 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
448335,TRUE,Islamic Art,1929,Fragment,Tiraz Fragment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10th century,900,999,"Linen, silk; plain weave, tapestry weave","Textile: L. 9 3/8 in. (23.9 cm)
            W. 7 1/8 in. (18.1 cm)",Egypt,NA,"Gift of George D. Pratt, 1929",NA
714430,TRUE,Drawings and Prints,2016,Drawing Ornament & Architecture,"Grotto from the Gardens of the Farnese Palace at Caprarola, Preparatory Study for the 'Oeuvres Complètes de Jacques Barozzi de Vignole'",NA,NA,After,François Debret|Jacopo [Giacomo] Barozzi da Vignola,"French, Paris 1777–1850 Saint-Cloud|Italian, Vignola 1507–1573 Rome",NA,"Debret, François|Vignola, Jacopo [Giacomo] Barozzi da",NA,1777      |1507,1850      |1573,|,1815–23,1815,1823,"Pen and black ink over graphite underdrawing, pink, grey and yellow water color",Sheet: 18 7/16 × 11 13/16 in. (46.8 × 30 cm),NA,NA,"Edward Pearce Casey Fund, 2016",NA
199892,TRUE,European Sculpture and Decorative Arts,1948,Chessmen,Chessmen (32),"German, Berlin",NA,NA,"Royal Porcelain Manufactory, Berlin","German, founded 1763",NA,"Royal Porcelain Manufactory, Berlin",NA,1763,9999,NA,ca. 1870,1865,1875,Hard-paste porcelain,"Height (each queen): 2 9/16 in. (6.5 cm);
Height (each king): 2 1/16 in. (5.2 cm);
Height (each bishop): 2 3/8 in. (6 cm);
Height (each knight): 2 1/16 in. (5.2 cm);
Height (each rook): 2 3/16 in. (5.6 cm);
Height (each pawn): 2 1/8 in. (5.4 cm)",NA,NA,"Gift of Gustavus A. Pfeiffer, 1948",NA
227664,FALSE,European Sculpture and Decorative Arts,1953,Lappets and cap edging,Lappets and cap edging,"Italian, Venice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,early 18th century,1700,1815,Needle lace,L. 53 x Gr. W. 3 3/4 inches (134.6 x 9.5 cm),NA,NA,"Gift of Mrs. Albert Blum, 1953",NA
256718,TRUE,Greek and Roman Art,NA,"Cosmetic flask, double",Glass double cosmetic flask (kohl tube),"Roman, Syrian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th century A.D.,300,399,Glass,Overall: 7 9/16in. (19.2cm),NA,NA,Museum Accession,NA
547927,TRUE,Egyptian Art,1924,"Ring, snake's head terminals",Ring with snake's head terminals twisted to form the bezel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A.D. 1st century,1,99,gold,Diam: 2 cm (13/16 in.),Egypt,NA,"Rogers Fund, 1924",NA
375366,FALSE,Drawings and Prints,1943,Print,Red Shop,NA,NA,Published by,Beatrice Mandelman|WPA,"American, Newark, New Jersey 1912–1998",NA,"Mandelman, Beatrice|WPA",American,1912,1998,Female|,1939–43,1939,1943,Color Lithograph,image: 11 3/4 x 16 1/4 in. (29.8 x 41.3 cm) sheet: 14 1/4 x 18 1/4 in. (36.2 x 46.4 cm),NA,NA,"Gift of the Work Projects Administration, New York, 1943",NA
313342,TRUE,"Arts of Africa, Oceania, and the Americas",1979,Male figure,Figure with Helmet Mask,Maya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7th–8th century,600,800,"Ceramic, pigment",H. 6 5/8 x W. 3 1/4 x D. 2 1/2 in. (16.8 x 8.3 x 6.4 cm),Mexico,Mesoamerica,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",NA
483474,FALSE,Modern and Contemporary Art,1984,Sculpture,Female Torso,NA,NA,NA,Gaston Lachaise,American (born France) 1882–1935,NA,"Lachaise, Gaston",American,1882,1935,NA,ca. 1924,1919,1929,"Bronze, nickel-plated",10 1/4 x 6 3/4 x 3 1/2 in. (26 x 17.1 x 8.9 cm),NA,NA,"Bequest of Scofield Thayer, 1982",NA
702912,FALSE,Drawings and Prints,2015,Print,“We get exploded because they’ve got MONEY and GOD in their pockets”,NA,NA,NA,Barbara Kruger,"American, born Newark, New Jersey, 1945",NA,"Kruger, Barbara",NA,1945,9999,Female,1984,1984,1984,Offset lithograph,Sheet: 45 × 69 in. (114.3 × 175.3 cm),NA,NA,"Gift of Sheena Wagstaff, 2015",NA
264022,FALSE,Photographs,1984,Postcard,"[Chico, California]",NA,NA,NA,Bill Dane,"American, born 1938",NA,"Dane, Bill",American,1938,9999,NA,ca. 1979,1977,1981,Gelatin silver print,NA,NA,NA,"Gift of Weston J. Naef, 1984",NA
363860,TRUE,Drawings and Prints,1960,Drawing ; Ornament and architecture,South Elevation and East or Entrance Elevation of a House,NA,NA,NA,Charles Edward Mallows,"British, 1864–1915",NA,"Mallows, Charles Edward",British,1864,1915,NA,1909,1909,1909,"Pen and ink, over graphite, with watercolor",sheet: 8 x 12 3/4 in. (20.3 x 32.4 cm),NA,NA,"Exchange, Royal Institute of British Architects, 1960",NA
401464,TRUE,Drawings and Prints,1963,"Baseball card, photograph","Sutton, 2nd Base, Boston, from the Old Judge series (N172) for Old Judge Cigarettes",NA,NA,Issued by,Goodwin & Company,NA,NA,Goodwin & Company,NA,1850,1950,NA,1887,1887,1887,Albumen photograph,sheet: 2 11/16 x 1 3/8 in. (6.9 x 3.5 cm),NA,NA,"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",NA
710046,TRUE,Greek and Roman Art,2011,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",NA,Attributed to the,Cage Painter,NA,[DvB],Cage Painter,NA,NA,NA,NA,490–480 B.C.,-530,-450,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
208266,TRUE,European Sculpture and Decorative Arts,1995,Dish,Dish,"Chinese, for European market",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700–1725,1700,1725,Hard-paste porcelain,Diameter: 12 5/16 in. (31.3 cm),NA,NA,"The Hans Syz Collection, Gift of Stephan B. Syz and John D. Syz, 1995",NA
280353,FALSE,Photographs,2019,Polaroid,"[Detail of Marquezette Lounge Facade, Marigot, St. Martin's, French West Indies]",NA,NA,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",NA,1903,1975,NA,April 1974,1974,1974,Instant internal dye diffusion transfer print (Polaroid SX-70),7.9 x 7.9 cm (3 1/8 x 3 1/8 in.),NA,NA,"Gift of C. R. Lindley, M.D., 2019","© Walker Evans Archive, The Metropolitan Museum of Art"
412422,FALSE,Drawings and Prints,1942,Print,Stella,NA,NA,After,"Knoedler and Co.|Sir John Everett Millais|Thomas Agnew & Sons, Ltd.|Thomas Lewis Atkinson|Jonathan Swift","British, Southampton 1829–1896 London|London|British, Salisbury 1817–1898|Irish, Dublin 1667–1745 Dublin",NA,"Knoedler and Co.|Millais, John Everett, Sir|Agnew, Thomas & Sons, Ltd.|Atkinson, Thomas Lewis|Swift, Jonathan","French, British, American|British|British",1846      |1829      |1851      |1817      |1667,1977      |1896      |2014      |1898      |1745,||||,1876,1876,1876,Mixed method engraving,Plate: 17 3/16 x 21 15/16 in. (43.7 x 55.7 cm),NA,NA,"Gertrude and Thomas Jefferson Mumford Collection, Gift of Dorothy Quick Mayer, 1942",NA
759988,TRUE,Greek and Roman Art,2011,Oinochoe fragment,Terracotta fragment of an oinochoe (jug),"Greek, Attic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,late 6th/early 5th centuries B.C.,-600,-400,Terracotta,NA,NA,NA,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",NA
23531,TRUE,Arms and Armor,1932,Arrowhead (<i>Yanone</i>),Arrowhead (&lt;i&gt;Yanone&lt;/i&gt;),Japanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18th century,1701,1800,Steel,L. 16 1/2 in. (41.9 cm); L. of head 7 3/4 in. (19.7 cm); W. 1 in. (2.5 cm); Wt. 4.2 oz. (119.1 g),NA,NA,"The Collection of Giovanni P. Morosini, presented by his daughter Giulia, 1932",NA
639861,FALSE,Drawings and Prints,1918,Print,"Ah! Monstre, vous vous permettez..., from Proverbes de Famille",NA,NA,NA,Honoré Daumier,"French, Marseilles 1808–1879 Valmondois",NA,"Daumier, Honoré",French,1808,1879,NA,1840,1840,1840,Lithograph; first state of two (Delteil),"Sheet: 12 11/16 × 9 5/8 in. (32.3 × 24.4 cm)
Image: 8 7/16 × 7 11/16 in. (21.5 × 19.6 cm)",NA,NA,"Rogers Fund, 1918",NA
736327,FALSE,Drawings and Prints,1972,"Print, poster",W.S.S.,NA,NA,NA,Anonymous,NA,NA,Anonymous,NA,NA,NA,NA,ca. 1917,1915,1922,Commercial color lithograph,Sheet: 11 1/8 × 18 1/8 in. (28.2 × 46.1 cm),NA,NA,"Gift of William C. Moore, 1972",NA
241346,TRUE,Greek and Roman Art,1874,Mask of a bull,Bull's head mask,Cypriot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 600–480 B.C.,-600,-480,Terracotta,H. 1 3/4 in. (4.5 cm),NA,NA,"The Cesnola Collection, Purchased by subscription, 1874–76",NA
205233,TRUE,European Sculpture and Decorative Arts,1970,Plate,Plate,"Chinese, for European market",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ca. 1765,1760,1770,Hard-paste porcelain,Diameter: 9 in. (22.9 cm),NA,NA,"Bequest of Alice Bradford Woolsey, 1970",NA
